key	result
dsed	[ [ "杜塞尔多夫" , "德国" , 2]]
随	[ [ "随州" , "中国" , 2]]
克里比	[ [ "克里比" , "喀麦隆" , 2]]
sanmi	[ [ "三明" , "中国" , 2]]
奥桥	[ [ "奥桥里奥斯" , "牙买加" , 2]]
sanme	[ [ "三门峡" , "中国" , 2]]
aneik	[ [ "阿那科" , "委内瑞拉" , 2]]
巴雷拉	[ [ "巴雷拉" , "委内瑞拉" , 2]]
diyaba	[ [ "迪亚巴克尔" , "土耳其" , 2]]
aneid	[ [ "阿内蒂乌姆(岛)" , "瓦努阿图" , 2]]
botuopax	[ [ "博托帕西" , "苏里南" , 2]]
lsla	[ [ "罗萨里奥" , "阿根廷" , 2]]
pulish	[ [ "普里什蒂纳" , "塞尔维亚" , 2]]
圣托里	[ [ "圣托里尼岛" , "希腊" , 2]]
吐鲁番	[ [ "吐鲁番" , "中国" , 2]]
cdjny	[ [ "赤道几内亚" , "非洲" , 1]]
wenzho	[ [ "温州" , "中国" , 2]]
dsb	[ [ "杜尚别" , "塔吉克斯坦" , 2]]
aguasikal	[ [ "阿瓜斯卡连特斯" , "墨西哥" , 2]]
dse	[ [ "杜塞尔多夫" , "德国" , 2]]
dgw	[ [ "东戈瓦" , "瓦努阿图" , 2]]
青	[ [ "青岛" , "中国" , 2] , [ "青州" , "中国" , 2] , [ "青海" , "中国" , 2] , [ "青铜峡" , "中国" , 2] , [ "什切青" , "波兰" , 2]]
tianzhan	[ [ "天长" , "中国" , 2]]
阿格里尼	[ [ "阿格里尼翁" , "希腊" , 2]]
靖	[ [ "靖江" , "中国" , 2] , [ "曲靖" , "中国" , 2]]
yidali	[ [ "意大利" , "欧洲" , 1]]
jianpuzh	[ [ "柬埔寨" , "亚洲" , 1]]
巴卡	[ [ "巴卡夫约多尔" , "冰岛" , 2] , [ "塔巴卡" , "突尼斯" , 2]]
大溪	[ [ "大溪地" , "法国" , 2]]
非	[ [ "非斯" , "摩洛哥" , 2] , [ "中非" , "非洲" , 1] , [ "南非" , "非洲" , 1] , [ "索非亚" , "保加利亚" , 2]]
danjiang	[ [ "丹江口" , "中国" , 2]]
富阳	[ [ "富阳" , "中国" , 2]]
moluoni	[ [ "莫罗尼" , "科摩多" , 2]]
danzh	[ [ "儋州" , "中国" , 2]]
agl(ys)	[ ]
dgl	[ [ "当果拉" , "苏丹" , 2]]
马德拉群	[ [ "马德拉群岛" , "葡萄牙" , 2] , [ "马德拉群岛（葡）" , "非洲" , 1]]
xibany	[ [ "西班牙" , "欧洲" , 1] , [ "西班牙港" , "特立尼达和多巴哥" , 2]]
baerdai	[ [ "巴尔代雷" , "索马里" , 2]]
boert	[ [ "波尔图" , "葡萄牙" , 2] , [ "波尔塔瓦" , "乌克兰" , 2] , [ "波尔托海利翁" , "希腊" , 2]]
布兰	[ [ "布兰卡港" , "阿根廷" , 2] , [ "布兰太尔" , "马拉维" , 2] , [ "卡萨布兰卡" , "摩洛哥" , 2]]
boern	[ [ "伯尔尼" , "瑞士" , 2] , [ "伯尔尼恩孔尼" , "尼日尔" , 2]]
abudai	[ [ "阿布戴尔" , "肯尼亚" , 2]]
dia	[ [ "奠边府" , "越南" , 2] , [ "调兵山" , "中国" , 2]]
qingmai	[ [ "清迈" , "泰国" , 2]]
dib	[ [ "迪拜" , "阿拉伯联合酋长国" , 2] , [ "底比斯" , "埃及" , 2] , [ "第比利斯" , "格鲁吉亚" , 2]]
tieerm	[ [ "铁尔梅兹" , "乌兹别克斯坦" , 2]]
shijia	[ [ "石家庄" , "中国" , 2]]
贝米齐	[ [ "贝米齐" , "法属圭亚那" , 2]]
boerg	[ [ "博尔戈尔山" , "苏丹" , 2]]
nfkd(a	[ ]
moersib	[ [ "莫尔斯比港" , "巴布亚新几内亚" , 2]]
danya	[ [ "丹阳" , "中国" , 2]]
sanei	[ [ "萨那" , "也门" , 2]]
boerd	[ [ "波尔多" , "法国" , 2]]
aishaerden	[ [ "埃沙尔登" , "法属圭亚那" , 2]]
mtsl	[ [ "蒙特塞拉特（英）" , "北美洲" , 1]]
蒙特塞拉特	[ [ "蒙特塞拉特（英）" , "北美洲" , 1]]
quzh	[ [ "衢州" , "中国" , 2]]
dhl	[ [ "德黑兰" , "伊朗" , 2] , [ "达赫拉" , "摩洛哥" , 2] , [ "达赫拉克群岛" , "厄立特里亚" , 2]]
gulaya	[ [ "古拉亚特" , "沙特阿拉伯" , 2]]
aebx	[ [ "埃尔比希亚" , "委内瑞拉" , 2]]
deq	[ [ "德清" , "中国" , 2]]
aeby	[ [ "奥尔波依" , "瓦努阿图" , 2]]
dehei	[ [ "德黑兰" , "伊朗" , 2]]
lasiwei	[ [ "拉斯维加斯" , "美国" , 2]]
内格拉港	[ [ "内格拉港" , "巴拉圭" , 2]]
kaerka	[ [ "卡尔卡松" , "法国" , 2]]
dex	[ [ "德兴" , "中国" , 2]]
阿尔伯勒塔	[ [ "阿尔伯勒塔斯" , "哥伦比亚" , 2]]
安塔利亚	[ [ "安塔利亚" , "土耳其" , 2]]
dey	[ [ "德阳" , "中国" , 2]]
dez	[ [ "德尔祖尔" , "叙利亚" , 2] , [ "德州" , "中国" , 2]]
aebn	[ [ "阿尔比纳" , "苏里南" , 2] , [ "阿尔巴尼亚" , "欧洲" , 1]]
北马里	[ [ "北马里亚那群岛" , "大洋洲" , 1] , [ "北马里亚纳（美）" , "大洋洲" , 1]]
jimein	[ [ "吉梅内兹港" , "哥斯达黎加" , 2]]
aebs	[ [ "阿尔卑斯山脉" , "奥地利" , 2]]
bila	[ [ "比劳" , "中非" , 2]]
bibulusizh	[ [ "比卜鲁斯（朱拜勒）" , "黎巴嫩" , 2]]
deb	[ [ "德班" , "南非" , 2] , [ "德布勒森" , "匈牙利" , 2]]
aebh	[ [ "阿尔巴哈" , "沙特阿拉伯" , 2] , [ "阿尔拜赫雷" , "蒙古" , 2]]
taigu	[ [ "泰国" , "亚洲" , 1]]
ded	[ [ "德岛" , "基里巴斯" , 2]]
aebm	[ [ "阿尔巴明契" , "埃塞俄比亚" , 2]]
dee	[ [ "德尔祖尔" , "叙利亚" , 2]]
aebl	[ [ "阿尔伯勒塔斯" , "哥伦比亚" , 2]]
aebk	[ [ "阿尔布克" , "也门" , 2]]
deh	[ [ "德惠" , "中国" , 2] , [ "德宏" , "中国" , 2] , [ "德黑兰" , "伊朗" , 2]]
deg	[ [ "德国" , "欧洲" , 1]]
霍	[ [ "霍州" , "中国" , 2] , [ "霍尼亚拉" , "所罗门群岛" , 2] , [ "霍林郭勒" , "中国" , 2] , [ "埃因霍温" , "荷兰" , 2] , [ "科尔霍戈" , "科特迪瓦" , 2] , [ "克久拉霍" , "印度" , 2] , [ "贝尔梅霍" , "玻利维亚" , 2]]
del	[ [ "迪尔伦湾" , "瓦努阿图" , 2] , [ "的黎波里" , "利比亚" , 2] , [ "德令哈" , "中国" , 2]]
den	[ [ "灯塔" , "中国" , 2] , [ "登封" , "中国" , 2] , [ "邓州" , "中国" , 2]]
帕伦	[ [ "帕伦克" , "墨西哥" , 2]]
玉林	[ [ "玉林" , "中国" , 2]]
blbns	[ [ "波罗奔尼萨半岛" , "希腊" , 2]]
youning	[ [ "尤宁群岛" , "圣文森特和格林纳丁斯" , 2]]
sanhe	[ [ "三河" , "中国" , 2]]
ailigandi	[ [ "埃里甘地" , "巴拿马" , 2]]
binchen	[ [ "槟城" , "马来西亚" , 2]]
eluosi	[ [ "俄罗斯" , "欧洲" , 1]]
bika	[ [ "比卡内尔" , "印度" , 2]]
霸	[ [ "霸州" , "中国" , 2]]
tieer	[ [ "铁尔梅兹" , "乌兹别克斯坦" , 2]]
hnyl	[ [ "霍尼亚拉" , "所罗门群岛" , 2]]
biji	[ [ "毕节" , "中国" , 2] , [ "比基尼" , "马绍尔群岛" , 2]]
aeak	[ [ "艾尔奥克" , "马绍尔群岛" , 2]]
sangj	[ [ "桑给巴尔" , "坦桑尼亚" , 2]]
dld	[ [ "多伦多" , "加拿大" , 2] , [ "东伦敦" , "南非" , 2]]
aeds	[ [ "奥尔达斯港" , "委内瑞拉" , 2]]
dlb	[ [ "的黎波里" , "利比亚" , 2] , [ "迪拉伯土" , "秘鲁" , 2]]
bier	[ [ "毕尔巴鄂" , "西班牙" , 2] , [ "比尔都达勒尔" , "冰岛" , 2]]
aguakel	[ [ "阿瓜克拉拉" , "哥伦比亚" , 2]]
wlshftn	[ [ "瓦利斯和富图纳群岛" , "大洋洲" , 1]]
巴基西	[ [ "巴基西梅托" , "委内瑞拉" , 2]]
qingyang	[ [ "庆阳" , "中国" , 2]]
aedb	[ [ "阿尔达比勒" , "伊朗" , 2] , [ "阿尔达布拉岛" , "塞舌尔" , 2]]
dmf	[ [ "丹麦法罗群岛（丹）" , "欧洲" , 1]]
yandang	[ [ "雁荡山" , "中国" , 2]]
ensheer	[ [ "恩舍尔兹维克" , "瑞典" , 2]]
姆富	[ [ "姆富韦" , "赞比亚" , 2]]
堪培拉	[ [ "堪培拉" , "澳大利亚" , 2]]
科洛尼亚	[ [ "科洛尼亚" , "乌拉圭" , 2]]
danjiangko	[ [ "丹江口" , "中国" , 2]]
xichang	[ [ "西昌" , "中国" , 2]]
哈霓玛阿都	[ [ "哈霓玛阿都" , "马尔代夫" , 2]]
哈尔	[ [ "哈尔施塔特" , "奥地利" , 2] , [ "哈尔滨" , "中国" , 2] , [ "哈尔格萨" , "索马里" , 2] , [ "哈尔科夫" , "乌克兰" , 2] , [ "巴哈尔达尔" , "埃塞俄比亚" , 2] , [ "齐齐哈尔" , "中国" , 2]]
布兰卡港	[ [ "布兰卡港" , "阿根廷" , 2]]
dlz	[ [ "达兰扎达嘎德" , "蒙古" , 2]]
韶	[ [ "韶关" , "中国" , 2] , [ "韶山" , "中国" , 2]]
韩	[ [ "韩国" , "亚洲" , 1] , [ "韩城" , "中国" , 2]]
奥林	[ [ "奥林匹亚" , "希腊" , 2] , [ "奥林波堡" , "巴拉圭" , 2]]
bide	[ [ "比德哥什" , "波兰" , 2]]
dls	[ [ "都拉斯" , "阿尔巴尼亚" , 2] , [ "达累斯萨拉姆" , "坦桑尼亚" , 2]]
兰巴雷	[ [ "兰巴雷内" , "加蓬" , 2]]
dln	[ [ "地拉那" , "阿尔巴尼亚" , 2]]
boend	[ [ "博恩代" , "刚果(金)" , 2]]
wukela	[ [ "乌克兰" , "欧洲" , 1]]
巴勒	[ [ "巴勒斯坦" , "亚洲" , 1] , [ "巴勒斯坦国" , "亚洲" , 1]]
shengpeid	[ [ "圣佩德罗苏拉" , "洪都拉斯" , 2]]
dlh	[ [ "德令哈" , "中国" , 2]]
韦	[ [ "韦萨" , "刚果(布)" , 2] , [ "博韦" , "加蓬" , 2] , [ "里韦拉尔塔" , "玻利维亚" , 2] , [ "姆富韦" , "赞比亚" , 2] , [ "基特韦" , "赞比亚" , 2] , [ "戈尔韦" , "爱尔兰" , 2] , [ "埃尔韦德" , "阿尔及利亚" , 2] , [ "安达韦拉斯" , "秘鲁" , 2] , [ "卡斯塔韦" , "斐济" , 2] , [ "津巴布韦" , "非洲" , 1]]
moluoge	[ [ "摩洛哥" , "非洲" , 1]]
aefs	[ [ "埃尔法舍尔" , "苏丹" , 2]]
dje	[ [ "丹吉尔" , "摩洛哥" , 2]]
djd	[ [ "东加大埔" , "汤加" , 2]]
diw	[ [ "蒂瓦特" , "塞尔维亚" , 2]]
佛得角	[ [ "佛得角" , "非洲" , 1]]
diy	[ [ "迪亚巴克尔" , "土耳其" , 2]]
yilusidao	[ [ "易路斯岛" , "巴哈马" , 2]]
dim	[ [ "蒂米什瓦拉" , "罗马尼亚" , 2]]
din	[ [ "定安" , "中国" , 2] , [ "定西" , "中国" , 2] , [ "定州" , "中国" , 2] , [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
鞍	[ [ "鞍山" , "中国" , 2] , [ "马鞍山" , "中国" , 2]]
diq	[ [ "迪庆" , "中国" , 2]]
dir	[ [ "第戎" , "法国" , 2]]
dis	[ [ "迪石" , "越南" , 2]]
basongge	[ [ "巴松戈" , "刚果(金)" , 2]]
die	[ [ "迪尔伦湾" , "瓦努阿图" , 2]]
加达梅斯老	[ [ "加达梅斯老城" , "利比亚" , 2]]
wafangdia	[ [ "瓦房店" , "中国" , 2]]
klykd	[ [ "卡里亚库岛" , "格林纳达" , 2]]
bige	[ [ "比格贝" , "瓦努阿图" , 2]]
dil	[ [ "地拉那" , "阿尔巴尼亚" , 2] , [ "迪拉伯土" , "秘鲁" , 2]]
huolinguo	[ [ "霍林郭勒" , "中国" , 2]]
瑞丽	[ [ "瑞丽" , "中国" , 2]]
dke	[ [ "达喀尔" , "塞内加尔" , 2]]
akqbsk	[ [ "阿克秋宾斯克" , "哈萨克斯坦" , 2]]
danzi	[ [ "丹兹利" , "土耳其" , 2]]
djy	[ [ "都江堰" , "中国" , 2]]
yongzh	[ [ "永州" , "中国" , 2]]
meigui	[ [ "玫瑰港" , "斯洛文尼亚" , 2]]
ERB	[ ]
penglind	[ [ "彭林岛" , "库克群岛" , 2]]
bumixiersi	[ [ "布米希尔斯" , "津巴布韦" , 2]]
考纳	[ [ "考纳斯" , "立陶宛" , 2]]
普拉	[ [ "普拉" , "克罗地亚" , 2] , [ "普拉亚" , "佛得角" , 2] , [ "普拉兰岛" , "塞舌尔" , 2] , [ "普拉塔港" , "多米尼加共和国" , 2] , [ "楠普拉" , "莫桑比克" , 2] , [ "波普拉德" , "斯洛伐克" , 2]]
扎尔	[ [ "扎尔卡" , "约旦" , 2] , [ "科克斯巴扎尔" , "孟加拉" , 2]]
jurong	[ [ "句容" , "中国" , 2]]
meiguo	[ [ "美国" , "北美洲" , 1]]
斯科	[ [ "莫斯科" , "俄罗斯" , 2] , [ "斯科普里" , "马其顿" , 2]]
宿雾	[ [ "宿雾" , "菲律宾" , 2]]
djk	[ [ "丹江口" , "中国" , 2]]
baying	[ [ "巴音郭楞蒙古自治州" , "中国" , 2]]
圣赫勒	[ [ "圣赫勒拿（英）" , "非洲" , 1]]
shengluxi	[ [ "圣卢西亚" , "北美洲" , 1]]
布拉干	[ [ "布拉干" , "蒙古" , 2] , [ "布拉干萨" , "葡萄牙" , 2]]
manil	[ [ "马尼拉" , "菲律宾" , 2]]
阿比让	[ [ "阿比让" , "科特迪瓦" , 2]]
kstc	[ [ "康斯坦察" , "罗马尼亚" , 2]]
fudin	[ [ "福鼎" , "中国" , 2]]
akeqiu	[ [ "阿克秋宾斯克" , "哈萨克斯坦" , 2]]
xingnin	[ [ "兴宁" , "中国" , 2]]
alade	[ [ "阿拉德" , "罗马尼亚" , 2]]
阿尔巴	[ [ "阿尔巴哈" , "沙特阿拉伯" , 2] , [ "阿尔巴尼亚" , "欧洲" , 1] , [ "阿尔巴明契" , "埃塞俄比亚" , 2]]
塞卢	[ [ "塞卢斯" , "坦桑尼亚" , 2] , [ "马塞卢" , "莱索托" , 2]]
ashenh	[ [ "阿什哈巴德市" , "土库曼斯坦" , 2]]
莱阳	[ [ "莱阳" , "中国" , 2]]
mangu	[ [ "曼谷" , "泰国" , 2]]
布塔里	[ [ "布塔里塔里" , "基里巴斯" , 2]]
mangy	[ [ "茫崖" , "中国" , 2]]
kstw	[ [ "卡斯塔韦" , "斐济" , 2]]
ashenb	[ [ "阿什伯顿" , "新西兰" , 2]]
heer	[ [ "赫尔辛基" , "芬兰" , 2] , [ "赫尔格达" , "埃及" , 2] , [ "赫尔松" , "乌克兰" , 2]]
kstl	[ [ "卡斯特里" , "圣卢西亚" , 2]]
阿尔布	[ [ "阿尔布克" , "也门" , 2]]
mangs	[ [ "芒市" , "中国" , 2]]
tekesi	[ [ "特克斯和凯科斯群岛" , "北美洲" , 1] , [ "特克斯和凯科斯群岛（英）" , "北美洲" , 1]]
manha	[ [ "曼哈顿" , "美国" , 2]]
tanpe	[ [ "坦佩雷" , "芬兰" , 2]]
普里什蒂	[ [ "普里什蒂纳" , "塞尔维亚" , 2]]
hefe	[ [ "合肥" , "中国" , 2]]
aisenshit	[ [ "艾森史塔特" , "奥地利" , 2]]
debul	[ [ "德布勒森" , "匈牙利" , 2]]
yasongse	[ [ "亚松森" , "巴拉圭" , 2]]
res	[ [ "热舒夫" , "波兰" , 2]]
hebi	[ [ "鹤壁" , "中国" , 2]]
hebe	[ [ "河北" , "中国" , 2] , [ "赫本" , "冰岛" , 2]]
bhde	[ [ "巴赫达尔" , "埃塞俄比亚" , 2]]
aidemengdu	[ [ "埃德蒙顿" , "加拿大" , 2]]
维捷	[ [ "维捷布斯克" , "白俄罗斯" , 2]]
阿索	[ [ "阿索萨" , "埃塞俄比亚" , 2]]
nuoxibei	[ [ "诺西贝岛" , "马达加斯加" , 2]]
tukuma	[ [ "土库曼斯坦" , "亚洲" , 1]]
alaer	[ [ "阿拉尔" , "中国" , 2]]
肯尼亚	[ [ "肯尼亚" , "非洲" , 1]]
红海	[ [ "红海沿岸" , "埃及" , 2]]
刚果(	[ [ "刚果(布)" , "非洲" , 1] , [ "刚果(金)" , "非洲" , 1]]
manga	[ [ "芒艾亚岛" , "库克群岛" , 2]]
halaerli	[ [ "哈拉尔林" , "蒙古" , 2]]
alamut	[ [ "阿拉木图" , "哈萨克斯坦" , 2]]
曼哈顿	[ [ "曼哈顿" , "美国" , 2]]
zaoyan	[ [ "枣阳" , "中国" , 2]]
tongchua	[ [ "铜川" , "中国" , 2]]
hech	[ [ "河池" , "中国" , 2]]
bhed	[ [ "巴哈尔达尔" , "埃塞俄比亚" , 2]]
taiwan	[ [ "台湾" , "中国" , 2] , [ "台湾旅游" , "中国" , 2]]
liling	[ [ "醴陵" , "中国" , 2]]
badewa	[ [ "巴德望" , "柬埔寨" , 2]]
kuzhan	[ [ "苦盏" , "塔吉克斯坦" , 2]]
bayamale	[ [ "巴亚马雷" , "罗马尼亚" , 2]]
dengfeng	[ [ "登封" , "中国" , 2]]
pite	[ [ "皮特凯恩岛（英）" , "大洋洲" , 1]]
taertu	[ [ "塔尔图" , "爱沙尼亚" , 2] , [ "塔尔图斯" , "叙利亚" , 2]]
ren	[ [ "热那亚" , "意大利" , 2] , [ "热内亚" , "意大利" , 2] , [ "任丘" , "中国" , 2] , [ "仁怀" , "中国" , 2] , [ "仁川" , "韩国" , 2]]
rel	[ [ "热浪岛" , "马来西亚" , 2] , [ "热雷米" , "海地" , 2]]
lawaerpind	[ [ "拉瓦尔品第" , "巴基斯坦" , 2]]
孟加拉	[ [ "孟加拉" , "亚洲" , 1] , [ "孟加拉国" , "亚洲" , 1]]
na(x	[ ]
mashenhad	[ [ "马什哈德" , "伊朗" , 2]]
gangguobu	[ [ "刚果（布）" , "非洲" , 1]]
yingch	[ [ "应城" , "中国" , 2]]
ajianni	[ [ "阿基安尼" , "加蓬" , 2]]
ejmn	[ [ "恩贾梅纳" , "乍得" , 2]]
阿尔梅尼	[ [ "阿尔梅尼亚" , "哥伦比亚" , 2]]
tijikeji	[ [ "提吉克贾" , "毛里塔尼亚" , 2]]
heih	[ [ "黑河" , "中国" , 2] , [ "黑赫" , "缅甸" , 2]]
罗塔	[ [ "罗塔岛" , "北马里亚那群岛" , 2]]
qington	[ [ "青铜峡" , "中国" , 2]]
heij	[ [ "黑角" , "刚果(布)" , 2]]
义马	[ [ "义马" , "中国" , 2]]
donglundu	[ [ "东伦敦" , "南非" , 2]]
guantaneim	[ [ "关塔那摩" , "古巴" , 2]]
西撒哈	[ [ "西撒哈拉" , "非洲" , 1]]
埃斯	[ [ "埃斯堡" , "丹麦" , 2] , [ "埃斯克尔" , "阿根廷" , 2] , [ "埃斯比约" , "丹麦" , 2] , [ "埃斯特角城" , "乌拉圭" , 2] , [ "埃埃斯" , "纳米比亚" , 2]]
manei	[ [ "马那瓜" , "尼加拉瓜" , 2]]
siluowen	[ [ "斯洛文尼亚" , "欧洲" , 1]]
巴哈尔达尔	[ [ "巴哈尔达尔" , "埃塞俄比亚" , 2]]
yidal	[ [ "意大利" , "欧洲" , 1]]
jiuqu	[ [ "酒泉" , "中国" , 2]]
samaerhan	[ [ "撒马尔罕" , "乌兹别克斯坦" , 2]]
heil	[ [ "黑龙江" , "中国" , 2]]
luosalia	[ [ "罗萨里奥" , "阿根廷" , 2]]
heis	[ [ "黑山共和国" , "欧洲" , 1]]
埃斯特角城	[ [ "埃斯特角城" , "乌拉圭" , 2]]
dila	[ [ "地拉那" , "阿尔巴尼亚" , 2] , [ "迪拉伯土" , "秘鲁" , 2]]
卡萨	[ [ "卡萨内" , "博茨瓦纳" , 2] , [ "卡萨马" , "赞比亚" , 2] , [ "卡萨布兰卡" , "摩洛哥" , 2]]
songyuan	[ [ "松原" , "中国" , 2]]
kspx	[ [ "康塞普西翁" , "巴拉圭" , 2]]
manda	[ [ "曼达勒戈壁" , "蒙古" , 2]]
pizh	[ [ "邳州" , "中国" , 2]]
bayinguo	[ [ "巴音郭楞蒙古自治州" , "中国" , 2]]
heji	[ [ "河津" , "中国" , 2] , [ "河间" , "中国" , 2]]
mande	[ [ "曼德勒" , "缅甸" , 2]]
蒂米	[ [ "蒂米什瓦拉" , "罗马尼亚" , 2]]
kunshilan	[ [ "昆士兰州" , "澳大利亚" , 2]]
dsedf	[ [ "杜塞尔多夫" , "德国" , 2]]
巴基西梅托	[ [ "巴基西梅托" , "委内瑞拉" , 2]]
mashamal	[ [ "玛沙玛拉" , "肯尼亚" , 2]]
guantanei	[ [ "关塔那摩" , "古巴" , 2]]
huzho	[ [ "湖州" , "中国" , 2]]
guant	[ [ "关塔那摩" , "古巴" , 2]]
罗阿	[ [ "罗阿坦" , "洪都拉斯" , 2]]
科里科斯岛	[ [ "科里科斯岛" , "赤道几内亚" , 2]]
nanxion	[ [ "南雄" , "中国" , 2]]
tansa	[ [ "坦桑尼亚" , "非洲" , 1]]
刚果(布)	[ [ "刚果(布)" , "非洲" , 1]]
mengdewe	[ [ "蒙得维的亚" , "乌拉圭" , 2]]
guand	[ [ "关岛" , "大洋洲" , 1] , [ "关岛（美）" , "大洋洲" , 1]]
yusha	[ [ "蔚山" , "韩国" , 2]]
guang	[ [ "广岛" , "日本" , 2] , [ "广州" , "中国" , 2] , [ "光州" , "韩国" , 2] , [ "广安" , "中国" , 2] , [ "广西" , "中国" , 2] , [ "广汉" , "中国" , 2] , [ "广东" , "中国" , 2] , [ "广水" , "中国" , 2] , [ "广元" , "中国" , 2]]
hegd	[ [ "赫尔格达" , "埃及" , 2]]
hega	[ [ "鹤岗" , "中国" , 2]]
manch	[ [ "曼彻斯特" , "英国" , 2]]
huzhi	[ [ "胡志明市" , "越南" , 2]]
guana	[ [ "瓜纳哈" , "洪都拉斯" , 2]]
格拉斯	[ [ "格拉斯哥" , "英国" , 2]]
塔吉	[ [ "塔吉克斯坦" , "亚洲" , 1]]
塞勒	[ [ "塞勒巴比" , "毛里塔尼亚" , 2]]
yushu	[ [ "榆树" , "中国" , 2]]
buerge	[ [ "布尔根兰州" , "奥地利" , 2]]
taishan	[ [ "台山" , "中国" , 2]]
alabo	[ [ "阿拉伯联合酋长国" , "亚洲" , 1]]
hegs	[ [ "哈尔格萨" , "索马里" , 2]]
里耶	[ [ "里耶卡" , "克罗地亚" , 2] , [ "古里耶夫" , "哈萨克斯坦" , 2]]
科摩多	[ [ "科摩多" , "非洲" , 1]]
dimi	[ [ "蒂米什瓦拉" , "罗马尼亚" , 2]]
manao	[ [ "玛瑙斯" , "巴西" , 2]]
ding	[ [ "定安" , "中国" , 2] , [ "定西" , "中国" , 2] , [ "定州" , "中国" , 2]]
samaerha	[ [ "撒马尔罕" , "乌兹别克斯坦" , 2]]
西沙	[ [ "西沙" , "中国" , 2]]
阿拉卡茄	[ [ "阿拉卡茄" , "巴西" , 2]]
ashenhabad	[ [ "阿什哈巴德市" , "土库曼斯坦" , 2]]
mengtesail	[ [ "蒙特塞拉特（英）" , "北美洲" , 1]]
yingtan	[ [ "鹰潭" , "中国" , 2]]
saerwa	[ [ "萨尔瓦多" , "北美洲" , 1]]
红河	[ [ "红河" , "中国" , 2]]
里约热内卢	[ [ "里约热内卢" , "巴西" , 2]]
巴门达	[ [ "巴门达" , "喀麦隆" , 2]]
yinggu	[ [ "英国" , "欧洲" , 1]]
马朱罗	[ [ "马朱罗" , "马绍尔群岛" , 2]]
维拉	[ [ "维拉港" , "瓦努阿图" , 2] , [ "维拉克拉拉" , "古巴" , 2] , [ "维拉克鲁斯" , "墨西哥" , 2]]
palaxiaos	[ [ "帕拉西奥斯" , "洪都拉斯" , 2]]
mishenke	[ [ "密什科尔茨" , "匈牙利" , 2]]
erlia	[ [ "二连浩特" , "中国" , 2]]
bokasid	[ [ "博卡斯德尔托罗" , "巴拿马" , 2]]
ludel	[ [ "吕德里茨" , "纳米比亚" , 2]]
亚速	[ [ "亚速尔群岛（葡）" , "非洲" , 1]]
ksky	[ [ "卡斯卡伊斯" , "葡萄牙" , 2]]
kalake	[ [ "卡拉克斯港" , "厄瓜多尔" , 2]]
dini	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
alala	[ [ "阿拉拉库拉" , "哥伦比亚" , 2]]
helo	[ [ "和龙" , "中国" , 2]]
yingge	[ [ "英格兰" , "英国" , 2]]
helu	[ [ "赫鲁特方丹" , "纳米比亚" , 2]]
青岛	[ [ "青岛" , "中国" , 2]]
阿卡里瓜	[ [ "阿卡里瓜" , "委内瑞拉" , 2] , [ "阿卡里瓜拉" , "哥伦比亚" , 2]]
gedeb	[ [ "歌德堡" , "德国" , 2] , [ "哥德堡" , "瑞典" , 2]]
dashiqia	[ [ "大石桥" , "中国" , 2]]
lubange	[ [ "卢班戈" , "安哥拉" , 2]]
badeng	[ [ "巴登" , "奥地利" , 2] , [ "巴登巴登" , "德国" , 2]]
atebala	[ [ "阿特巴拉" , "苏丹" , 2]]
乌特勒	[ [ "乌特勒支" , "荷兰" , 2]]
tamatafu	[ [ "塔马塔夫" , "马达加斯加" , 2]]
qinhuangd	[ [ "秦皇岛" , "中国" , 2]]
hena	[ [ "河南" , "中国" , 2]]
gemeil	[ [ "戈梅利" , "白俄罗斯" , 2]]
alamu	[ [ "阿拉木图" , "哈萨克斯坦" , 2]]
rom	[ [ "roma" , "意大利" , 2]]
blgws	[ [ "布拉戈维申斯克" , "俄罗斯" , 2]]
hene	[ [ "河内" , "越南" , 2] , [ "河内市" , "越南" , 2]]
ron	[ [ "荣成" , "中国" , 2]]
格拉纳达	[ [ "格拉纳达" , "西班牙" , 2]]
heng	[ [ "横滨" , "日本" , 2] , [ "横浜" , "日本" , 2] , [ "衡水" , "中国" , 2] , [ "衡阳" , "中国" , 2]]
kslz	[ [ "昆士兰州" , "澳大利亚" , 2]]
weiduoliy	[ [ "维多利亚" , "加拿大" , 2] , [ "维多利亚州" , "澳大利亚" , 2] , [ "维多利亚大瀑布" , "津巴布韦" , 2]]
zhucheng	[ [ "诸城" , "中国" , 2]]
kuergan	[ [ "库尔干秋别" , "塔吉克斯坦" , 2]]
yindunixiy	[ [ "印度尼西亚" , "亚洲" , 1]]
卡罗维发	[ [ "卡罗维发利" , "捷克" , 2]]
abaiang	[ [ "阿拜昂" , "基里巴斯" , 2]]
xiangche	[ [ "项城" , "中国" , 2]]
薰衣草	[ [ "薰衣草" , "法国" , 2]]
tangs	[ [ "唐山" , "中国" , 2]]
weinei	[ [ "委内瑞拉" , "南美洲" , 1]]
edacic	[ [ "讹答刺城" , "哈萨克斯坦" , 2]]
pujid	[ [ "普吉岛" , "泰国" , 2]]
tangj	[ [ "汤加" , "大洋洲" , 1] , [ "汤加塔布岛" , "汤加" , 2]]
dongxin	[ [ "东兴" , "中国" , 2]]
安得鲁	[ [ "安得鲁斯岛" , "巴哈马" , 2]]
里约	[ [ "里约热内卢" , "巴西" , 2]]
